Communauté Magazine;07/05/2013;-;01 40 52 20 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
COURRIER CADRES;A TELEP;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Dimension ingénieur;11/01/2013;-;01 42 93 17 50;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
DIRECTEMPLOI;29/08/2013;-;03 81 87 40 05;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Diversions Aire Urbaine;16/04/2013;-;03 81 66 20 95;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
En Direct;10/04/2013;-;03 89 82 85 28;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Entreprises et Carrières;29/08/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Espace Prépas;-;-;03.81.25.25.25;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Expression Active;15/04/2013;-;03 84 54 54 54;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
FACTUEL;07/05/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Figaro;-;-;03 80 59 90 56;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
First Eco Alsace Lorraine;29/08/2013;-;03.81.65.85.00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
France 3 - Besançon;16/04/2013;-;03 81 65 24 83;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
France 3 - Montbéliard;30/04/2013;-;03 88 56 67 68;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
France 3 Alsace;29/08/2013;-;03 81 65 85 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
FRANCE 3 BESANCON;A TELEP;-;03.80.77.35.28;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
France 3 Bourgogne Franche-Comté;30/04/2013;-; 03 89 45 94 94;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
France 3 Haute-Alsace;12/09/2014;-;03 84 57 90 90;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
FRANCE BLEU BELFORT MONTBELIARD;A TELEP;-;03 81 95 66 44;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
France Bleu Belfort Montbéliard;11/06/2013;-;01 53 56 87 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
France SOIR;-;-;03 81 61 61 61;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Franche Comté Mag;03/07/2013;-;03 81 61 61 61;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Franche-Comté Mag;16/04/2013;-;03 81 61 61 20;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
FRANCHE-COMTÉ MAG;A TELEP;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
FT;-;-;03 84 90 45 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
FUN RADIO;A TELEP;-;01 43 38 04 05;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
GROUPE AEF;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Indépendant;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Journal des Grandes Ecoles;-;-;05 45 94 16 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LA CHARANTE LIBRE;-;-;05 62 11 33 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LA DEPECHE DU MIDI;-;-;Ne figure plus sur les pages jaunes;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
La Gazette de Besançon;16/04/2013;-;03 81 71 04 08;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
La Lettre de la Maison de l'Emploi;15/04/2013;-;03.84.21.29.82;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
La Lettre Economique - ADEBT;16/04/2013;-;02 33 05 10 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LA MANCHE LIBRE;-;-;03.81.67.90.80;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
La Presse Bisontine;16/04/2013;-;03 84 97 32 32;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
La Presse de Vesoul;15/04/2013;-;04 91 84 45 45;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LA PROVENCE;-;-;05 59 82 20 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LA REPUBLIQUE DES PYRENNÉES;-;-;03 81 65 52 52;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
La Terre de Chez Nous;15/04/2013;-;03 84 87 16 18;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
La Voix du Jura;15/04/2013;-;03 20 78 40 40;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LA VOIX DU NORD;-;-;03.89.32.70.00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Alsace;26/04/2013;-;03.88.52.87.89;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Alsace Strasbourg;29/08/2013;-;03 22 82 60 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE COURRIER PICARD;-;-;01 42 21 62 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE FIGARO;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Figaro / Le Moci;-;-;06 16 76 90 54;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE FIGARO ETUDIANT;A TELEP;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Frigo;03/06/2010;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Moci;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Monde;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE MONDE;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE MONDE, L'ESSENTIEL DU SUP;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Nouvel Economiste;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Nouvel Observateur;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Nouvel Observateur / Challenges;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Parisien;-;-;01 40 10 30 30;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE PARISIEN;-;-;03 89 32 73 77;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Pays Comtois     Groupe l'Alsace;03/07/2013;-;01 44 10 10 10;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE POINT;25/06/2015;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Point;-;-;04 72 22 23 23;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE PROGRES;-;-;03 84 86 07 27;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Progrès;29/08/2013;-;03 87 38 58 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE REPUBLICAIN LORRAIN;-;-;03 87 34 17 89;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Le Républicain Lorrain;29/08/2013;-;02 98 62 11 33;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LE TELEGRAMME DE BREST ET DE L'EST;-;-;03.88.21.57 10;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Les Dernières Nouvelles d'Alsace;29/08/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Les Echos;-;-;03 81 25 53 74;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Les Echos / Expression Active;21/05/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Les Echos Business;-;-;03 83 59 80 54;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'EST REPUBLICAIN;-;-;03.83.59.80.32;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Est Républicain - Siège- HOUDEMONT;17/04/2013;-;03 81 21 15 15;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Est Républicain Besançon;Janine 20/01/2014;-;03 84 76 40 50;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Est Républicain Vesoul;12/04/2013;-;03.81.95.53.33;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Est-Républicain - Le Pays / Montbéliard;Janine 22/01/2014;-;03.70.04.10.01;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Est-Républicain - Le Pays / Belfort;Janine 17/01/2014;-;03.81.95.53.33;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Est-Républicain - Le Pays / Montbéliard;Janine 22/01/2014;-;01 75 55 43 07;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Etudiant;Janine 27/06/2014;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'ETUDIANT;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'Expansion;-;-;01 49 22 72 72;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'HUMANITÉ;-;-;01 42 76 17 89;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
LIBERATION;-;-;01 56 79 42 06;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
L'USINE NOUVELLE;A TELEP;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
macommune.info;12/04/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Mairie de BELFORT;Janine 10/01/2014;-;03 81 99 22 90;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Mairie de Montbéliard;17/04/2013;-;01 80 87 84 60;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
MCE - Ma Chaîne Etudiante;14/01/2014;-;01 80 87 84 60;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
MCE - Ma Chaîne Etudiante ;14/01/2014;-;04 67 07 67 07;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
MIDI LIBRE;-;-;01 55 55 99 12;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Ministère de l'Enseignement supérieur et de la Recherche;30/08/2013;-;03 81 99 22 81;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Montbéliard à la une;17/04/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
News Tank Education;-;-;04 93 18 28 38;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
NICE MATIN;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Nouvell'Aire Magazine;15/04/2013;-;01 53 10 39 48;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
ORS (Officiel Recherche et Supérieur);11/06/2013;-;02 99 32 60 00;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
OUEST France;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
PONS;06/09/2013;-;03 81 31 89 61;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Puissance 29 - Pays de Mtb Agglomération;05/09/2013;-;+41 (0)32 422 33 56;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Radio Télévision Suisse (RTS);24/02/2011;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
REFRESH;29/08/2013;-;03 84 90 45 05;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
RTL 2;Janine 19/02/2014;-;01 48 51 20 93;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
SMBG;29/08/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Studyrama;-;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Studyrama - Vocatis;-;-;05 56 00 33 33;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
SUD OUEST;-;-;03 84 92 42 88;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
TGV MAGAZINE;21/05/2013;-;03 81 21 16 01;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
TOPO;14/03/2014;-;03 80 48 96 66;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Traces Ecrites;17/04/2013;-;03.84.21.33.63;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Virgin Radio;10/04/2013;-;03 84 90 91 16;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Vivre le Territoire;11/06/2013;-;03 81 25 80 40 ;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Vu du Doubs;11/06/2013;-;-;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Webaireinfo;-;-;03 84 90 11 12;;;;-;-;-;-;-;-;-;-;Presse;-;-;-;-
Zoom;21/05/2013;-;(+)41 32 633 6195;;;;-;-;-;-;-;-;-;-;Presse;-;SUISSE;-;-
XPOLOGISTICS;04/11/2016;-;avenue des 3 chênes - Bat 51;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
ACTEMIUM MAINTENANCE BELFORT;-;-;1, av de la gare tgvMeroux;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
ADNFC;-;-;La Jonxion - 1 avenue de la gare TGV;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
ADN-FC;-;-;1 rue des Alpes;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
AEMO AUTOMATION;-;-;-;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
ATELIERS BUSCH;-;-;8 impasse de la sapinière;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
AUCUNE;-;-;avenue du Plessis de Richelieu;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
BANQUE DE FRANCE;-;-;-;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
CABINET WALTER;-;-;5 route de Guewenheim ;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
CÂBLAGE PROTOTYPE SERVICE;-;-;-;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
CLUB AFFAIRES NORD FRANCHE COMTE;-;-;3 rue du docteur fréry;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
DIGIT-PRIME;-;-;10 rue des bruyères;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
FAURECIA EMISSIONS CONTROL TECHNOLOGIES;-;-;4 Rue de la Fonderie;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
FSH WELDING GROUP;-;-;10 bis rue des commandos;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
GD CONSEIL;-;-;-;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
HAGER GROUP;-;-;Place de l'Europe;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
MIFE;-;-;2 rue des fleurs ;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
NEFAB;-;-;12 avenue des trois chênes;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
NIPSON TECHNOLOGY;-;-;15 rue des Clavières ;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
ORANGE ;-;-;40 rue Marc Seguin;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
POLE VÉHICULE DU FUTUR;-;-;2 Place Bernard Thierry MIEG;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
SCAITA;-;-;-;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
SYNAPSE-O-COEUR;-;-;44 faubourg de France;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
UP-RISE SAS;-;-;-;;;;-;-;-;-;-;-;-;-;Entreprise;-;-;AH;-
